description,hashtag,tag_accounts,description_Emoji,description_Language,description_Translated,clean_text,Hobby,Skincare_Treatment,Work_Event,Fitness,Lifestyle_Health,Shop_Business_Advertisement,Beauty_Makeup,Travel_Celebrations,Food,Life_Happiness,dominant_topic,polarity,neg,neu,pos,compound
"Singapore is a global logistics hub with many career opportunities.

Visit go.gov.sg/jobsgohere-p2ig (link in Bio) for job and training opportunities in Logistics and other growth sectors.",,,,en,"Singapore is a global logistics hub with many career opportunities.

Visit go.gov.sg/jobsgohere-p2ig (link in Bio) for job and training opportunities in Logistics and other growth sectors.",singapor global logist  mani career opportun visit    jobsgoher  link   train opportun logist growth sector ,0.01,0.01,0.26,0.01,0.01,0.7,0.01,0.01,0.01,0.01,9,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}",0.0,0.833,0.167,0.3818
"Are you reaping hand-some rewards by washing your hands? 🧼 Find out if you’re a highly hygienic person by checking out how many of these 7 habits you practise.

#SGUnited #SGClean #TogetherWeCanOvercome",#SGUnited #SGClean #TogetherWeCanOvercome,,soap,en,"Are you reaping hand-some rewards by washing your hands?  Find out if youre a highly hygienic person by checking out how many of these 7 habits you practise.

#SGUnited #SGClean #TogetherWeCanOvercome",reap hand reward wash hand find your highli hygien person check mani  habit practis sgunit sgclean togetherwecanovercom,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.26,0.01,3,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.8779}",0.0,0.581,0.419,0.8779
"The Ministry of Social and Family Development and the Ministry of Culture, Community, and Youth outlined new plans to foster a resilient and caring society at the Committee of Supply debates on 5 and 8 March.

Initiatives include providing more family service centres to strengthen families, supporting and boosting the sports, arts and culture sectors through enhanced resilience packages.

For more info (link in bio):

MSF: go.gov.sg/cos2021-msf-ig
MCCY: go.gov.sg/cos2021-mcc-ig",,,,en,"The Ministry of Social and Family Development and the Ministry of Culture, Community, and Youth outlined new plans to foster a resilient and caring society at the Committee of Supply debates on 5 and 8 March.

Initiatives include providing more family service centres to strengthen families, supporting and boosting the sports, arts and culture sectors through enhanced resilience packages.

For more info (link in bio):

MSF: go.gov.sg/cos2021-msf-ig
MCCY: go.gov.sg/cos2021-mcc-ig",ministri social famili develop ministri cultur commun youth outlin  plan foster resili care societi committe suppli debat   march initi includ provid famili servic centr strengthen famili support boost sport art cultur sector enhanc resili packag info link         mcci      ,0.0,0.0,0.19,0.37,0.0,0.41,0.0,0.0,0.0,0.0,9,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.872}",0.0,0.757,0.243,0.872
"Avoid calling 995 or visiting the A&E if you don’t have severe or life-threatening COVID-19 symptoms. You may be depriving emergency medical help from those who really need it. 

If you need medical help for minor ailments, check out the resources below. ⬇️ 

For more info, visit covid.gov.sg",,,down arrow,en,"Avoid calling 995 or visiting the A&E if you dont have severe or life-threatening COVID-19 symptoms. You may be depriving emergency medical help from those who really need it. 

If you need medical help for minor ailments, check out the resources below.  

For more info, visit covid.gov.sg",avoid call  visit   dont sever life threaten covid  symptom  depriv emerg medic help realli need  need medic help minor ailment check resourc info visit covid  ,0.01,0.01,0.35,0.59,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.071, 'neu': 0.682, 'pos': 0.246, 'compound': 0.658}",0.071,0.682,0.246,0.658
… because we are 🥳 #SurayaBalikRaya,#SurayaBalikRaya,,partying face,id, because we are  #SurayaBalikRaya, surayabalikraya,0.0,0.0,0.25,0.52,0.0,0.0,0.04,0.0,0.05,0.13,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
祝你🐭年新年快乐万事如意！🍊🍊 Wishing everyone a prosperous year ahead. Happy Chinese New Year!,,,"mouse face, tangerine",en, Wishing everyone a prosperous year ahead. Happy Chinese New Year!,wish everyon prosper year ahead happi chines  year ,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.0,0.722,0.278,0.4019
"#SGBudget2022: A key priority will be to uplift lower-wage workers. $9 billion will be spent over the next 5 years for the Progressive Wage Credit Scheme and enhanced Workfare. There will also be enhanced training support for mid-career workers and higher CPF contribution rates for senior workers. For more: www.singaporebudget.gov.sg 

Infographic: @mof_sg",#SGBudget2022,@mof_sg,,en,"#SGBudget2022: A key priority will be to uplift lower-wage workers. $9 billion will be spent over the next 5 years for the Progressive Wage Credit Scheme and enhanced Workfare. There will also be enhanced training support for mid-career workers and higher CPF contribution rates for senior workers. For more: www.singaporebudget.gov.sg 

Infographic: @mof_sg", sgbudget  prioriti uplift lower wage worker  billion spent next  year progress wage credit scheme enhanc workfar also enhanc train support  career worker higher  contribut rate senior worker  singaporebudget   infograph ,0.01,0.01,0.65,0.27,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.062, 'neu': 0.708, 'pos': 0.229, 'compound': 0.7096}",0.062,0.708,0.229,0.7096
#ForwardSG Find out how refreshing our social compact will help Singapore progress as a nation. Learn more: www.forwardsingapore.gov.sg,#ForwardSG,,,en,#ForwardSG Find out how refreshing our social compact will help Singapore progress as a nation. Learn more: www.forwardsingapore.gov.sg, forwardsg find refresh social compact help singapor progress nation learn  forwardsingapor  ,0.0,0.0,0.24,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.6705}",0.0,0.621,0.379,0.6705
"How is the Government working towards making public housing affordable for Singaporeans? Read on to find out more. 
 
#PublicHousing #HousingAffordability
 
Infographics: @mndsingapore",#PublicHousing #HousingAffordability,@mndsingapore,,en,"How is the Government working towards making public housing affordable for Singaporeans? Read on to find out more. 
 
#PublicHousing #HousingAffordability
 
Infographics: @mndsingapore",govern work toward make public hous afford singaporean read find publich housingafford infograph ,0.01,0.01,0.77,0.01,0.01,0.01,0.18,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"To better support lower-wage workers, the Progressive Wage Model and schemes like Workfare will be enhanced. The Government is also looking into better job protection for delivery workers. For more: gov.sg/article/ndr-2021 (link in bio) #ndrsg",#ndrsg,,,en,"To better support lower-wage workers, the Progressive Wage Model and schemes like Workfare will be enhanced. The Government is also looking into better job protection for delivery workers. For more: gov.sg/article/ndr-2021 (link in bio) #ndrsg",better support lower wage worker progress wage model scheme like workfar enhanc govern also look better  protect deliveri worker   articl   link  ndrsg,0.0,0.0,0.23,0.57,0.0,0.11,0.03,0.0,0.05,0.0,3,"{'neg': 0.065, 'neu': 0.446, 'pos': 0.488, 'compound': 0.9217}",0.065,0.446,0.488,0.9217
"Measures to encourage a more holistic education experience were announced by Minister Lawrence Wong at the Committee of Supply debates on 3 Mar 2021. 

These include more frequent Home-Based Learning, wider PSLE scoring bands and a new arts university in Singapore. 

For more info: go.gov.sg/cos2021-moe-ig (link in bio)",,,,en,"Measures to encourage a more holistic education experience were announced by Minister Lawrence Wong at the Committee of Supply debates on 3 Mar 2021. 

These include more frequent Home-Based Learning, wider PSLE scoring bands and a new arts university in Singapore. 

For more info: go.gov.sg/cos2021-moe-ig (link in bio)",measur encourag holist educ experi announc minist lawrenc wong committe suppli debat    includ frequent home base learn wider psle score band  art univers singapor info       link  ,0.0,0.0,0.2,0.64,0.0,0.12,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Training day and night for a spot in the Olympics isn't easy. Neither is returning to the healthcare frontline in the heat of COVID-19. 🩺 

Nobody knows these better than Joan Poh - Nurse 👩‍⚕️ turned National Rower 🚣‍♀️ - who’s working hard to help her patients and keep an Olympic dream alive through a pandemic.

Read her story here: https://go.gov.sg/sbm-joan (link in bio)

#StandByMe",#StandByMe,,"woman rowing boat, woman health worker, stethoscope",en,"Training day and night for a spot in the Olympics isn't easy. Neither is returning to the healthcare frontline in the heat of COVID-19.  

Nobody knows these better than Joan Poh - Nurse  turned National Rower  - whos working hard to help her patients and keep an Olympic dream alive through a pandemic.

Read her story here: https://go.gov.sg/sbm-joan (link in bio)

#StandByMe",train  night spot olymp easi neither return healthcar frontlin heat covid  nobodi know better joan  nurs turn nation rower who work hard help patient keep olymp dream aliv pandem read stori link  standbym,0.01,0.01,0.25,0.7,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.037, 'neu': 0.763, 'pos': 0.2, 'compound': 0.7351}",0.037,0.763,0.2,0.7351
"#MeetTheSingaporeans who took their dream home renovations into their own hands.

🏠 Find out about their DIY home renovation journey: go.gov.sg/mts-izwan-nadirah-2

(Photos by Type A)",#MeetTheSingaporeans,,house,en,"#MeetTheSingaporeans who took their dream home renovations into their own hands.

 Find out about their DIY home renovation journey: go.gov.sg/mts-izwan-nadirah-2

(Photos by Type A)", meetthesingaporean took dream home renov hand find  home renov journey     izwan nadirah  photo type  ,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.6369}",0.0,0.698,0.302,0.6369
"#GOVSGNDP2018 GIVEAWAY ALERT
. 
Didn't win the ballot for #NDP2018 tickets? Here's your chance to have another go at winning actual day tickets, NDP Fun Packs and exclusively designed Gov.sg collaterals (tote bags, brooch pins, and SG food fridge magnets) !
. 
Wait no more! You're only 5 steps away from joining the contest:
1. POST an Instagram video of you and a friend singing one part of #NDP2018’s theme song ‘We Are Singapore’ (see link in bio)
2. FOLLOW @Gov.sg
3. TAG @Gov.sg
4. TAG a loved one you’d like to bring along to NDP2018
5. HASHTAG #GovsgNDP2018 and make sure your account is public
.
Contest is closing very soon (this Sunday!). So grab your friends, and sing aloud your love for Singapore! 🇸🇬❤🎉
.
For more details, check out sg.sg/GovsgNDP2018.
.
#GovsgNDP2018 #NDP2018 #NDP18 #WeAreSingapore",#GOVSGNDP2018 #NDP2018 #NDP2018 #GovsgNDP2018 #GovsgNDP2018 #NDP2018 #NDP18 #WeAreSingapore,@Gov @Gov,"flag: Singapore, red heart, party popper",en,"#GOVSGNDP2018 GIVEAWAY ALERT
. 
Didn't win the ballot for #NDP2018 tickets? Here's your chance to have another go at winning actual day tickets, NDP Fun Packs and exclusively designed Gov.sg collaterals (tote bags, brooch pins, and SG food fridge magnets) !
. 
Wait no more! You're only 5 steps away from joining the contest:
1. POST an Instagram video of you and a friend singing one part of #NDP2018s theme song We Are Singapore (see link in bio)
2. FOLLOW @Gov.sg
3. TAG @Gov.sg
4. TAG a loved one youd like to bring along to NDP2018
5. HASHTAG #GovsgNDP2018 and make sure your account is public
.
Contest is closing very soon (this Sunday!). So grab your friends, and sing aloud your love for Singapore! 
.
For more details, check out sg.sg/GovsgNDP2018.
.
#GovsgNDP2018 #NDP2018 #NDP18 #WeAreSingapore", govsgndp giveaway alert  ballot  ticket  chanc anoth  win actual  ticket   pack exclus design   collater tote bag brooch pin  food fridg magnet wait  step away join contest  post instagram video friend sing  part ndp theme song singapor  link   follow       love  youd like bring along   hashtag govsgndp make sure account public contest close soon sunday grab friend sing aloud love singapor detail check   govsgndp govsgndp   wearesingapor,0.01,0.01,0.32,0.51,0.13,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9794}",0.0,0.664,0.336,0.9794
"#WhatMakesSG Photo Contest - RUNNER UP WINNER
.
Nikki Chiang @nikki.cyc
.
The magnificent view from a corridor of one of our many government-subsidised housing flats, overlooking our skyscrapers and traditional shophouses. We are a harmonious mix of old and new, traditional and modern; and all these elements are uniquely Singapore",#WhatMakesSG,@nikki,,en,"#WhatMakesSG Photo Contest - RUNNER UP WINNER
.
Nikki Chiang @nikki.cyc
.
The magnificent view from a corridor of one of our many government-subsidised housing flats, overlooking our skyscrapers and traditional shophouses. We are a harmonious mix of old and new, traditional and modern; and all these elements are uniquely Singapore", whatmakessg photo contest runner winner nikki chiang  magnific view corridor  mani govern subsidis hous flat overlook skyscrap tradit shophous harmoni    tradit modern element uniqu singapor,0.3,0.01,0.6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.7964}",0.0,0.764,0.236,0.7964
"#OurHawkerCulture roving exhibition is on the move! First stop is Suntec City East Atrium (Tower 4).
.
Take a look at some selected photos! Come down to check out many more fascinating photographic stories of #OurHawkerCulture, from now till Sunday 31 Mar, at Suntec City East Atrium (Tower 4).
.
We will also be giving out limited edition National Geographic Asia goodies on Saturday while stocks last. Grab yours before we run out!
.
LIKE this post now to support #OurHawkerCulture! Also PLEDGE your support for our hawker culture at www.oursgheritage.sg.
.
.
.
@saslwp @doting_dad @javan @ronlowphoto",#OurHawkerCulture #OurHawkerCulture #OurHawkerCulture,@saslwp @doting_dad @javan @ronlowphoto,,en,"#OurHawkerCulture roving exhibition is on the move! First stop is Suntec City East Atrium (Tower 4).
.
Take a look at some selected photos! Come down to check out many more fascinating photographic stories of #OurHawkerCulture, from now till Sunday 31 Mar, at Suntec City East Atrium (Tower 4).
.
We will also be giving out limited edition National Geographic Asia goodies on Saturday while stocks last. Grab yours before we run out!
.
LIKE this post now to support #OurHawkerCulture! Also PLEDGE your support for our hawker culture at www.oursgheritage.sg.
.
.
.
@saslwp @doting_dad @javan @ronlowphoto", ourhawkercultur rove exhibit move first stop suntec citi east atrium tower  take look select photo come check mani fascin photograph stori ourhawkercultur till sunday   suntec citi east atrium tower  also give limit edit nation geograph asia goodi saturday stock last grab   like post support ourhawkercultur also pledg support hawker cultur  oursgheritag  ,0.01,0.01,0.53,0.12,0.01,0.01,0.01,0.01,0.31,0.01,1,"{'neg': 0.039, 'neu': 0.823, 'pos': 0.138, 'compound': 0.6908}",0.039,0.823,0.138,0.6908
"#Didyouknow Singapore has one of the highest rates of diabetic amputations in the world? @nus_singapore aims to improve the lives of diabetic patients by developing a new pressure-sensitive insole to help reduce the risk of foot ulcers and amputation. 👍👍👍
.
Catch the full documentary of “City of Innovation: Singapore” at @natgeoasia YouTube channel 📺📺📺
.
#WhatMakesSG #cityofinnovation",#Didyouknow #WhatMakesSG #cityofinnovation,@nus_singapore @natgeoasia,"television, thumbs up",en,"#Didyouknow Singapore has one of the highest rates of diabetic amputations in the world? @nus_singapore aims to improve the lives of diabetic patients by developing a new pressure-sensitive insole to help reduce the risk of foot ulcers and amputation. 
.
Catch the full documentary of City of Innovation: Singapore at @natgeoasia YouTube channel 
.
#WhatMakesSG #cityofinnovation", didyouknow singapor  highest rate diabet amput world aim improv live diabet patient develop  pressur sensit insol help reduc risk foot ulcer amput catch full documentari citi innov singapor youtub channel whatmakessg cityofinnovatio,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,"{'neg': 0.06, 'neu': 0.862, 'pos': 0.078, 'compound': 0.1531}",0.06,0.862,0.078,0.1531
"Nervous about severe allergic reactions associated with the COVID-19 vaccines? You are not alone. 

Listen to infectious disease specialist Dr Leong Hoe Nam as he explains to your favourite local influencers, @marklee4444 , @syafiqapls , @j.jaikishan , @chiouhuey , on why severe allergic reactions are rare, and if you are medically fit to take the COVID-19 vaccines. 

For more information on COVID-19 vaccines, visit www.igotmyshot.gov.sg 

#covid19 #vaccinationSG #IGotMyShotSG #sgag #kingkongmp @sgagsg @wahbananasg @kingkong.mp",#covid19 #vaccinationSG #IGotMyShotSG #sgag #kingkongmp,@marklee4444 @syafiqapls @j @chiouhuey @sgagsg @wahbananasg @kingkong,,en,"Nervous about severe allergic reactions associated with the COVID-19 vaccines? You are not alone. 

Listen to infectious disease specialist Dr Leong Hoe Nam as he explains to your favourite local influencers, @marklee4444 , @syafiqapls , @j.jaikishan , @chiouhuey , on why severe allergic reactions are rare, and if you are medically fit to take the COVID-19 vaccines. 

For more information on COVID-19 vaccines, visit www.igotmyshot.gov.sg 

#covid19 #vaccinationSG #IGotMyShotSG #sgag #kingkongmp @sgagsg @wahbananasg @kingkong.mp",nervou sever allerg reaction associ covid  vaccin alon listen infecti diseas specialist  leong   explain favourit local influenc  jaikishan sever allerg reaction rare medic  take covid  vaccin inform covid  vaccin visit  igotmyshot   covid vaccinationsg igotmyshotsg sgag kingkongmp ,0.0,0.0,0.36,0.34,0.0,0.13,0.02,0.0,0.0,0.15,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Stay safe while shopping. 🛍️ 🛒

Keep 1 metre apart from others and remember to always mask up! 😷",,,"face with medical mask, shopping bags, shopping cart",en,"Stay safe while shopping.  

Keep 1 metre apart from others and remember to always mask up! ",stay safe shop keep  metr apart other rememb alway mask  ,0.01,0.01,0.36,0.36,0.24,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.0,0.756,0.244,0.4404
"Got your shot?
 
Use any of these filters (or all 3) to show that you are vaccinated against COVID-19 and encourage others to do the same!
 
#IGotMyShotSG",#IGotMyShotSG,,,en,"Got your shot?
 
Use any of these filters (or all 3) to show that you are vaccinated against COVID-19 and encourage others to do the same!
 
#IGotMyShotSG", shot  filter   show vaccin covid  encourag other igotmyshotsg,0.01,0.01,0.63,0.17,0.01,0.16,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Are the side effects and allergic reactions the same for kids? Does the mRNA vaccine alter our DNA? Join local actress and mother of three @linang56 as she quizzes paediatric infectious disease expert Dr Chan Si Min on commonly asked questions about the COVID-19 vaccination. For more info, visit www.igotmyshot.gov.sg 
#IGotMyShotSG #vaccinationSG #covid19",#IGotMyShotSG #vaccinationSG #covid19,@linang56,,en,"Are the side effects and allergic reactions the same for kids? Does the mRNA vaccine alter our DNA? Join local actress and mother of three @linang56 as she quizzes paediatric infectious disease expert Dr Chan Si Min on commonly asked questions about the COVID-19 vaccination. For more info, visit www.igotmyshot.gov.sg 
#IGotMyShotSG #vaccinationSG #covid19",side effect allerg reaction kid mrna vaccin alter  join local actress mother three quizz paediatr infecti diseas expert  chan   commonli ask question covid  vaccin info visit  igotmyshot   igotmyshotsg vaccinationsg covid,0.0,0.0,0.51,0.0,0.0,0.05,0.04,0.0,0.0,0.39,1,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.296}",0.0,0.929,0.071,0.296
"As more job seekers turned to @workforcesingapore career coaches for career guidance and job matching, Rasidah was determined to do her best to support them. 🤗

Read her story here: go.gov.sg/sbm-rasidah

#StandByMe",#StandByMe,@workforcesingapore,hugging face,en,"As more job seekers turned to @workforcesingapore career coaches for career guidance and job matching, Rasidah was determined to do her best to support them. 

Read her story here: go.gov.sg/sbm-rasidah

#StandByMe", seeker turn career coach career guidanc  match rasidah determin best support read stori     rasidah standbym,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.7845}",0.0,0.653,0.347,0.7845
"Our lives have not been the same again with COVID-19, but we can make this a change for the better. As the new year begins, clap along as we continue to walk this journey together.

From students to seniors, workers to businesses, watch how Singaporeans and their families were supported through these uncertain times.

Discover the support schemes for you at https://go.gov.sg/tott-sg and www.singaporebudget.gov.sg now! (Links in bio)

#walkingwithyou",#walkingwithyou,,,en,"Our lives have not been the same again with COVID-19, but we can make this a change for the better. As the new year begins, clap along as we continue to walk this journey together.

From students to seniors, workers to businesses, watch how Singaporeans and their families were supported through these uncertain times.

Discover the support schemes for you at https://go.gov.sg/tott-sg and www.singaporebudget.gov.sg now! (Links in bio)

#walkingwithyou",live covid  make chang better  year begin clap along continu walk journey togeth student senior worker busi watch singaporean famili support uncertain time discov support scheme  singaporebudget    link  walkingwithy,0.01,0.01,0.01,0.01,0.01,0.65,0.24,0.01,0.01,0.01,9,"{'neg': 0.062, 'neu': 0.704, 'pos': 0.234, 'compound': 0.7269}",0.062,0.704,0.234,0.7269
"⚠️ This post contains anecdotes from an individual bereaved by a suicide death. If you need support, visit www.pleasestaymovement.com or approach these helplines: go.gov.sg/suicide-helplines
 
“Sadly, many parents fail to understand that young people can suffer from mental health issues. They don’t realise that society has changed tremendously. So in 2019, a group of bereaved mothers & I started the PleaseStay.Movement to raise awareness of youth suicide & share about the loss we suffered. 
 
When COVID-19 hit in 2020, we had youths reaching out to us for help through FB. A couple of teenagers shared with us that they felt life was no longer worth living. We offered them words of comfort & directed them to seek professional help. These cases may seem extreme, but they spoke volumes on how the pandemic had a huge impact on mental health.
 
Young people are becoming more conscious of how they present themselves due to their exposure to social media. Similarly, the peer pressure they experience is much stronger than what we used to face. I remember once when my child didn’t do well in his exam, he cried because he felt he wasn’t good enough. I told him that I didn’t compare him with other children & that I was content so long as he did his best. Despite this assurance, the tragedy still happened because he couldn’t come to terms with his academic performance & societal pressures. I believe this is something parents need to be mindful of as we live in a rapidly changing society. They may need to relook at their parenting skills & show more empathy so that they can communicate with their children effectively.
 
As a community, we need to be more empathetic, & play a part to show love & care for the people around us. We’ve heard stories of how certain actions can drive a person to suicide. Sometimes, all anyone needs is just a hug or pat on the shoulder when they going through tough times. If you encounter someone looking like they are not their usual self, just ask them how they are feeling. Little things like that lets them know there is someone who cares for them.”
 
– Doreen Kho, 46, housewife & co-founder of the ‘PleaseStay.Movement’
#MentalHealth #SGPerspectives",#MentalHealth #SGPerspectives,,warning,en," This post contains anecdotes from an individual bereaved by a suicide death. If you need support, visit www.pleasestaymovement.com or approach these helplines: go.gov.sg/suicide-helplines
 
Sadly, many parents fail to understand that young people can suffer from mental health issues. They dont realise that society has changed tremendously. So in 2019, a group of bereaved mothers & I started the PleaseStay.Movement to raise awareness of youth suicide & share about the loss we suffered. 
 
When COVID-19 hit in 2020, we had youths reaching out to us for help through FB. A couple of teenagers shared with us that they felt life was no longer worth living. We offered them words of comfort & directed them to seek professional help. These cases may seem extreme, but they spoke volumes on how the pandemic had a huge impact on mental health.
 
Young people are becoming more conscious of how they present themselves due to their exposure to social media. Similarly, the peer pressure they experience is much stronger than what we used to face. I remember once when my child didnt do well in his exam, he cried because he felt he wasnt good enough. I told him that I didnt compare him with other children & that I was content so long as he did his best. Despite this assurance, the tragedy still happened because he couldnt come to terms with his academic performance & societal pressures. I believe this is something parents need to be mindful of as we live in a rapidly changing society. They may need to relook at their parenting skills & show more empathy so that they can communicate with their children effectively.
 
As a community, we need to be more empathetic, & play a part to show love & care for the people around us. Weve heard stories of how certain actions can drive a person to suicide. Sometimes, all anyone needs is just a hug or pat on the shoulder when they going through tough times. If you encounter someone looking like they are not their usual self, just ask them how they are feeling. Little things like that lets them know there is someone who cares for them.
 
 Doreen Kho, 46, housewife & co-founder of the PleaseStay.Movement
#MentalHealth #SGPerspectives",post contain anecdot individu bereav suicid death need support visit  pleasestaymov  approach helplin    suicid helplin sadli mani parent fail understand young peopl suffer mental health issu dont realis societi chang tremend  group bereav mother start pleasestay movement rais awar youth suicid share loss suffer covid    youth reach  help  coupl teenag share  felt life longer worth live offer word comfort direct seek profession help case  seem extrem spoke volum pandem huge impact mental health young peopl becom consciou present  exposur social media similarli peer pressur experi much stronger use face rememb child didnt well exam cri felt wasnt good enough told didnt compar children content long best despit assur tragedi still happen couldnt come term academ perform societ pressur believ someth parent need mind live rapidli chang societi  need relook parent skill show empathi commun children effect commun need empathet play part show love care peopl around  weve heard stori certain action drive person suicid sometim anyon need   shoulder go tough time encount someon look like usual self  feel littl thing like let know someon care doreen   housewif  founder pleasestay movement mentalhealth sgperspect,0.0,0.0,0.55,0.1,0.0,0.33,0.0,0.0,0.0,0.0,1,"{'neg': 0.099, 'neu': 0.691, 'pos': 0.209, 'compound': 0.9673}",0.099,0.691,0.209,0.9673
"#SayYEStoWasteLess Bring your own reusable tumbler to The Waste(less) Cafe Exhibition this weekend - free Starbucks coffee awaits 😄 
===
Repost from @cleanandgreensg • Experience The Waste(less) Cafe at our pop-up at @payalebarquarter! Redeem a free cup of @starbuckssg coffee when you bring your reusable tumbler and explore the exhibition to find out how you can play your part to reduce waste. 🤩 

Open now till Sunday (26 Feb) 12pm till 7pm. Coffee available while stocks last. 

If you'll miss us this weekend, don't worry! Catch us here too:

📍 EXPO Foyer 2
🗓 4-5 March 2023
🕛 12-7pm or until fully redeemed

📍 Northpoint South Wing Atrium
🗓 11-12 March 2023
🕛 12-7pm or until fully redeemed

Terms and conditions apply: cgs.gov.sg/wastelesscafe

#SayYEStoWasteLess #SGGreenPlan",#SayYEStoWasteLess #SayYEStoWasteLess #SGGreenPlan,@cleanandgreensg @payalebarquarter @starbuckssg,"star-struck, round pushpin, grinning face with smiling eyes, spiral calendar, twelve o’clock",en,"#SayYEStoWasteLess Bring your own reusable tumbler to The Waste(less) Cafe Exhibition this weekend - free Starbucks coffee awaits  
===
Repost from @cleanandgreensg  Experience The Waste(less) Cafe at our pop-up at @payalebarquarter! Redeem a free cup of @starbuckssg coffee when you bring your reusable tumbler and explore the exhibition to find out how you can play your part to reduce waste.  

Open now till Sunday (26 Feb) 12pm till 7pm. Coffee available while stocks last. 

If you'll miss us this weekend, don't worry! Catch us here too:

 EXPO Foyer 2
 4-5 March 2023
 12-7pm or until fully redeemed

 Northpoint South Wing Atrium
 11-12 March 2023
 12-7pm or until fully redeemed

Terms and conditions apply: cgs.gov.sg/wastelesscafe

#SayYEStoWasteLess #SGGreenPlan", sayyestowasteless bring reusabl tumbler wast less cafe exhibit weekend free starbuck coffe await repost experi wast less cafe   redeem free  coffe bring reusabl tumbler explor exhibit find play part reduc wast open till sunday    till  coffe avail stock last miss  weekend worri catch   expo foyer    march    fulli redeem northpoint south wing atrium   march    fulli redeem term condit appli    wastelesscaf sayyestowasteless sggreenpla,0.01,0.01,0.01,0.51,0.01,0.19,0.01,0.01,0.23,0.01,3,"{'neg': 0.024, 'neu': 0.824, 'pos': 0.153, 'compound': 0.8316}",0.024,0.824,0.153,0.8316
A career switch at 40 can seem daunting. But Desmond seized the opportunity through the Career Conversion Programme and made the leap nonetheless. Find out what inspired him and where he got support from at https://go.gov.sg/risingabovetogether!,,,,en,A career switch at 40 can seem daunting. But Desmond seized the opportunity through the Career Conversion Programme and made the leap nonetheless. Find out what inspired him and where he got support from at https://go.gov.sg/risingabovetogether!,career switch  seem daunt desmond seiz opportun career convers programm made leap nonetheless find inspir  support,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",0.0,0.847,0.153,0.4019
"Watch a day in the life of social worker, Zulayqha Zulkifli, as she goes full circle, lifting other disadvantaged families up to get them #risingabovetogether.

Visit go.gov.sg/risingabovetogether for more stories of inspiring Singaporeans coming out of adversity through the right opportunities and support.",#risingabovetogether,,,en,"Watch a day in the life of social worker, Zulayqha Zulkifli, as she goes full circle, lifting other disadvantaged families up to get them #risingabovetogether.

Visit go.gov.sg/risingabovetogether for more stories of inspiring Singaporeans coming out of adversity through the right opportunities and support.",watch  life social worker zulayqha zulkifli goe full circl lift disadvantag famili  risingabovetogeth visit    risingabovetogeth stori inspir singaporean come advers right opportun support ,0.0,0.0,0.45,0.41,0.0,0.0,0.0,0.0,0.0,0.11,1,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.0,0.891,0.109,0.4019
